record_id,org_name,street,city,postcode,website,phone,industry,hardness
r0412,Draycott Chem & Co,48 Foundry Road,Cardiff,G47 7HD,www.draycottchemicals.co.uk,+44 1295 115193,engineering,abbrev
r0413,Pinnacle Motors PLC,20 Kings Way,Glasgow,L8 7GE,www.pinnaclemotors.co.uk,+44 1260 219810,wholesale,legal_form
r0414,Langmere Chemicals Corp,116 Canal Street,Dundee,B33 7BE,www.langmerechemicals.co.uk,+44 1742 788337,chemicals,legal_form
r0415,"Manufacturing, Thornton Limited",137 Station Road,Derby,M27 8ED,www.thorntonmanufactur.co.uk,+44 1968 142850,wholesale,word_order
r0416,Draycott Manufacturing Inc,44 Foundry Road,Swansea,D27 1AE,www.draycottmanufactur.co.uk,+44 1321 388514,logistics,branch
r0417,Cavendish Textiles,185 Station Road,Glasgow,,,,manufacturing,missing
r0418,Hollingsworth Textiles,25 Foundry Road,Dundee,,,,manufacturing,missing
r0419,Blackwell Chemicals Corp,89 Mill Lane,Glasgow,B24 7JF,www.blackwellchemicals.co.uk,+44 1581 219289,food-production,branch
r0420,Hollingsworth Textiles Ltd.,149 Foundry Road,Dundee,A96 3GJ,www.hollingsworthtexti.co.uk,+44 1421 641721,chemicals,branch
r0421,Sterling Instruments Ltd,150 Victoria Road,Plymouth,S8 8EH,www.sterlinginstrument.co.uk,+44 1197 507936,wholesale,legal_form
r0422,Ingleby Instruments,40 High Street,Cardiff,,,,engineering,missing
r0423,Hollingsworth Instruments Incorporated,93 Canal Street,Glasgow,D53 7DH,www.hollingsworthinstr.co.uk,+44 1977 777290,manufacturing,canonical
r0424,LE Corporation,173 Queens Park,Dundee,N36 4FD,www.langmereengineerin.co.uk,+44 1832 408669,food-production,acronym
r0425,Rushmoor Textiles LLP,174 High Street,Sheffield,G28 7GD,www.rushmoortextiles.co.uk,+44 1348 328384,logistics,canonical
r0426,Stanbridge Engineering Ltd,56 High Street,Derby,B39 5BE,www.stanbridgeengineer.co.uk,+44 1434 250288,engineering,canonical
r0427,Draycott Chemicals Corporation,48 Foundry Road,Cardiff,G47 7HD,www.draycottchemicals.co.uk,+44 1859 175009,engineering,legal_form
r0428,Pinnacle Engineering Ltd,195 Foundry Road,Dundee,L63 5JF,www.pinnacleengineerin.co.uk,+44 1955 513810,food-production,legal_form
r0429,Draycott Engineering Corp,118 Kings Way,Glasgow,L74 7EA,www.draycottengineerin.co.uk,+44 1266 764124,wholesale,canonical
r0430,Penhale Logistics Inc,197 High Street,Glasgow,E94 8DE,www.penhalelogistics.co.uk,+44 1225 826200,chemicals,canonical
r0431,Ingleby Systems Ltd,23 Queens Park,Leeds,L47 1DH,www.ingleby.co.uk,+44 1782 165468,engineering,common_token
r0432,"Engineering, Langmere Corp",173 Queens Park,Dundee,N36 4FD,www.langmereengineerin.co.uk,+44 1630 259205,food-production,word_order
r0433,Langmere Group Limited,47 Foundry Road,Glasgow,A63 4JE,www.langmere.co.uk,+44 1644 743206,manufacturing,common_token
r0434,Ashcroft Engineering Ltd,70 Mill Lane,Cardiff,B64 1EH,www.ashcroftengineerin.co.uk,+44 1699 351306,engineering,legal_form
r0435,Quarrenden Textiles PLC,120 Station Road,Cardiff,S1 7DF,www.quarrendentextiles.co.uk,+44 1265 119374,logistics,legal_form
r0436,Blackwell Engineering & Co,92 Queens Park,Leeds,E86 4DD,www.blackwellengineeri.co.uk,+44 1233 883906,engineering,branch
r0437,Penhale Textiles Corp,84 Queens Park,Cardiff,G12 5AH,www.penhaletextiles.co.uk,+44 1278 660933,manufacturing,abbrev
r0438,Ashcroft Plastics Corporation,133 Canal Street,Glasgow,N35 3DE,www.ashcroftplastics.co.uk,+44 1853 516427,food-production,legal_form
r0439,Jarrow Group LLP,179 High Street,Bristol,S72 6BG,www.jarrowgroup.co.uk,+44 1366 280784,manufacturing,parent_sub
r0440,Cavendish Packaging Corp,162 Mill Lane,Leeds,L9 2FG,www.cavendishpackaging.co.uk,+44 1608 748586,wholesale,legal_form
r0441,Quarrenden Plastics Corp,84 Queens Park,Swansea,N96 3HF,www.quarrendenplastics.co.uk,+44 1939 407811,engineering,canonical
r0442,Elmhurst Motors,166 Station Road,Swansea,,,,engineering,missing
r0443,Baxter Logistics Corporation,187 Foundry Road,Bristol,G27 4BJ,www.baxterlogistics.co.uk,+44 1771 429071,wholesale,legal_form
r0444,Acme Manufacturing LLP,164 Foundry Road,Derby,A45 5AG,www.acmemanufacturing.co.uk,+44 1852 194382,wholesale,legal_form
r0445,Netherby Textiles,154 Station Road,Derby,,,,chemicals,missing
r0446,Elmhurst Plastics Limited,41 Foundry Road,Leeds,B3 1FG,www.elmhurstplastics.co.uk,+44 1775 806720,food-production,canonical
r0447,"Chemicals, Cavendish Corporation",159 Foundry Road,Plymouth,M26 5DD,www.cavendishchemicals.co.uk,+44 1987 393085,chemicals,word_order
r0448,Kirkland Services Limited,73 Kings Way,Dundee,A15 5BE,www.kirkland.co.uk,+44 1680 528734,logistics,common_token
r0449,Cavendish Packaging & Co,36 Station Road,Cardiff,N28 1JG,www.cavendishpackaging.co.uk,+44 1764 959012,manufacturing,legal_form
r0450,Draycott Chemicals Corporation,109 Station Road,Glasgow,G18 8AB,www.draycottchemicals.co.uk,+44 1172 905236,logistics,legal_form
r0451,Blackwell Chemicals,98 Station Road,Norwich,,,,food-production,missing
r0452,Ingleby Logistics PLC,77 Kings Way,Cardiff,L84 5AA,www.inglebylogistics.co.uk,+44 1747 104033,chemicals,legal_form
r0453,"Instruments, Hollingsworth Incorporated",93 Canal Street,Glasgow,D53 7DH,www.hollingsworthinstr.co.uk,+44 1410 194453,manufacturing,word_order
r0454,Ashcroft Engineering Incorporated,70 Mill Lane,Cardiff,B64 1EH,www.ashcroftengineerin.co.uk,+44 1470 578261,engineering,canonical
r0455,QL Ltd.,168 Station Road,Norwich,S46 7EE,www.quarrendenlogistic.co.uk,+44 1318 473759,wholesale,acronym
r0456,RI LLP,175 Victoria Road,Swansea,M37 5BA,www.rushmoorinstrument.co.uk,+44 1825 211810,food-production,acronym
r0457,CP PLC,158 Foundry Road,Cardiff,G45 8DA,www.cavendishplastics.co.uk,+44 1525 313438,engineering,acronym
r0458,Langmere Chemicals,30 Queens Park,Bristol,,,,logistics,missing
r0459,Redgate Instruments LLP,108 High Street,Leeds,L87 5HJ,www.redgateinstruments.co.uk,+44 1273 456297,chemicals,canonical
r0460,Pinnacle Engineering,18 Kings Way,Sheffield,,,,engineering,missing
r0461,AT LLP,140 High Street,Swansea,G87 7DJ,www.ashcrofttextiles.co.uk,+44 1463 992414,chemicals,acronym
r0462,"Textiles, Oakhampton Incorporated",30 Canal Street,Norwich,N35 2FA,www.oakhamptontextiles.co.uk,+44 1564 256367,wholesale,word_order
r0463,Sterling Foods PLC,173 Queens Park,Bristol,D35 4JJ,www.sterlingfoods.co.uk,+44 1888 491540,chemicals,branch
r0464,Pinnacle Chemicals PLC,198 Kings Way,Cardiff,A45 6FH,www.pinnaclechemicals.co.uk,+44 1649 258585,engineering,branch
r0465,MI Corp,7 Foundry Road,Bristol,G72 2JA,www.mowbrayinstruments.co.uk,+44 1837 682504,logistics,acronym
r0466,"Foods, Ingleby Inc",130 Station Road,Cardiff,E63 4HJ,www.inglebyfoods.co.uk,+44 1249 923981,food-production,word_order
r0467,Jarrow Group Corporation,152 Mill Lane,Norwich,S30 1GF,www.jarrow.co.uk,+44 1877 468145,food-production,common_token
r0468,Oakhampton Manufacturing Ltd.,50 Station Road,Derby,L15 5AF,www.oakhamptonmanufact.co.uk,+44 1930 755570,logistics,legal_form
r0469,Jarrow Logistics Corp,160 Queens Park,Plymouth,D51 3EH,www.jarrowlogistics.co.uk,+44 1131 438844,food-production,legal_form
r0470,Hollingsworth Textiles Ltd.,6 Foundry Road,Cardiff,M50 4GJ,www.hollingsworthtexti.co.uk,+44 1885 773899,chemicals,legal_form
r0471,Hollingsworth Packaging Ltd.,151 Queens Park,Plymouth,B56 3HG,www.hollingsworthpacka.co.uk,+44 1160 861457,wholesale,canonical
r0472,RT Ltd.,26 Mill Lane,Norwich,G1 5EH,www.rushmoortextiles.co.uk,+44 1378 690108,manufacturing,acronym
r0473,Colville Foods LLP,25 Foundry Road,Swansea,A74 1AD,www.colvillefoods.co.uk,+44 1183 417775,logistics,legal_form
r0474,Langmere Engineering LLP,173 Queens Park,Dundee,N36 4FD,www.langmereengineerin.co.uk,+44 1572 516581,food-production,legal_form
r0475,Pinnacle Manufacturing Ltd.,119 Kings Way,Norwich,L3 1AJ,www.pinnaclemanufactur.co.uk,+44 1622 842737,logistics,legal_form
r0476,"Chemicals, Jarrow Corporation",110 Canal Street,Swansea,B53 3AG,www.jarrowchemicals.co.uk,+44 1492 793494,chemicals,word_order
r0477,Pinnacle Eng & Co,195 Foundry Road,Dundee,L63 5JF,www.pinnacleengineerin.co.uk,+44 1952 342722,food-production,abbrev
r0478,Stanbridge Log. PLC,86 Queens Park,Sheffield,D96 2FB,www.stanbridgelogistic.co.uk,+44 1990 154770,chemicals,abbrev
r0479,"Instruments, Oakhampton LLP",43 Queens Park,Bristol,M11 3JJ,www.oakhamptoninstrume.co.uk,+44 1984 672577,food-production,word_order
r0480,Penhale Log. Inc,197 High Street,Glasgow,E94 8DE,www.penhalelogistics.co.uk,+44 1458 879428,chemicals,abbrev
r0481,Acme Motors LLP,193 Foundry Road,Derby,M4 3GJ,www.acmemotors.co.uk,+44 1715 788763,wholesale,legal_form
r0482,Garrick Group & Co,113 Canal Street,Glasgow,E74 6FF,www.garrickgroup.co.uk,+44 1528 706875,chemicals,parent_sub
r0483,AM Ltd,164 Foundry Road,Derby,A45 5AG,www.acmemanufacturing.co.uk,+44 1808 446553,wholesale,acronym
r0484,Jarrow Logistics Inc,109 Mill Lane,Derby,L11 1DF,www.jarrowlogistics.co.uk,+44 1436 380381,food-production,legal_form
r0485,Stanbridge Manufacturing Corp,153 High Street,Plymouth,L91 5DG,www.stanbridgemanufact.co.uk,+44 1548 768811,food-production,canonical
r0486,Northern Systems Incorporated,148 Queens Park,Glasgow,E54 4FH,www.northern.co.uk,+44 1221 180580,engineering,common_token
r0487,Redgate Instruments LLP,167 High Street,Dundee,B71 1JA,www.redgateinstruments.co.uk,+44 1368 320931,chemicals,branch
r0488,Garrick Logistics Limited,92 Kings Way,Leeds,S96 5HJ,www.garricklogistics.co.uk,+44 1671 657621,manufacturing,canonical
r0489,Langmere Instruments PLC,23 High Street,Sheffield,L18 7BF,www.langmereinstrument.co.uk,+44 1770 824775,wholesale,canonical
r0490,Elmhurst Motors Ltd,166 Station Road,Swansea,M59 1EF,www.elmhurstmotors.co.uk,+44 1704 979254,engineering,legal_form
r0491,Garrick Chemicals & Co,113 Canal Street,Glasgow,E74 6FF,www.garrickchemicals.co.uk,+44 1947 216246,chemicals,canonical
r0492,Redgate Group Corp,110 Canal Street,Cardiff,L47 8FJ,www.redgate.co.uk,+44 1400 383490,manufacturing,common_token
r0493,"Logistics, Sterling Inc",49 Queens Park,Derby,A56 5DE,www.sterlinglogistics.co.uk,+44 1385 731142,chemicals,word_order
r0494,Acme Manufacturing,24 Mill Lane,Swansea,,,,food-production,missing
r0495,Acme Textiles PLC,199 Canal Street,Bristol,E78 6JE,www.acmetextiles.co.uk,+44 1399 824552,logistics,abbrev
r0496,"Logistics, Ashcroft Ltd.",134 Queens Park,Cardiff,E25 8BJ,www.ashcroftlogistics.co.uk,+44 1418 118344,chemicals,word_order
r0497,EP LLP,129 Queens Park,Leeds,A71 5EG,www.elmhurstplastics.co.uk,+44 1176 869017,manufacturing,acronym
r0498,Rushmoor Instruments Corporation,34 Station Road,Dundee,B91 5EJ,www.rushmoorinstrument.co.uk,+44 1846 218546,food-production,branch
r0499,Penhale Manufacturing Corporation,137 Mill Lane,Leeds,D98 1DJ,www.penhalemanufacturi.co.uk,+44 1945 335567,manufacturing,legal_form
r0500,Thornton Packaging Ltd,186 Station Road,Norwich,S79 1JF,www.thorntonpackaging.co.uk,+44 1887 524481,wholesale,legal_form
r0501,Oakhampton Motors Incorporated,64 Kings Way,Plymouth,B64 4FH,www.oakhamptonmotors.co.uk,+44 1251 291515,engineering,legal_form
r0502,Blackwell Engineering Limited,155 Victoria Road,Dundee,A64 2GD,www.blackwellengineeri.co.uk,+44 1865 263412,engineering,legal_form
r0503,Pinnacle Group Inc,183 Kings Way,Derby,S86 5JG,www.pinnaclegroup.co.uk,+44 1595 271181,wholesale,parent_sub
r0504,ML Inc,140 Mill Lane,Plymouth,B68 8HD,www.mowbraylogistics.co.uk,+44 1219 171448,chemicals,acronym
r0505,"Engineering, Draycott Corp",118 Kings Way,Glasgow,L74 7EA,www.draycottengineerin.co.uk,+44 1635 108234,wholesale,word_order
r0506,Ashcroft Foods LLP,129 Kings Way,Dundee,G41 2FD,www.ashcroftfoods.co.uk,+44 1620 913736,chemicals,legal_form
r0507,Colville Plastics Corporation,68 Queens Park,Dundee,B72 2AB,www.colvilleplastics.co.uk,+44 1821 520872,manufacturing,legal_form
r0508,Draycott Engineering & Co,118 Kings Way,Glasgow,L74 7EA,www.draycottengineerin.co.uk,+44 1735 550811,wholesale,legal_form
r0509,"Chemicals, Draycott & Co",48 Foundry Road,Cardiff,G47 7HD,www.draycottchemicals.co.uk,+44 1213 248397,engineering,word_order
r0510,Kirkland Partners Incorporated,168 Station Road,Swansea,N43 8FE,www.kirkland.co.uk,+44 1225 142968,wholesale,common_token
r0511,Thornton Foods PLC,132 Foundry Road,Bristol,S69 6FA,www.thorntonfoods.co.uk,+44 1835 766073,wholesale,canonical
r0512,Cavendish Instruments Incorporated,69 Mill Lane,Sheffield,L28 5GE,www.cavendishinstrumen.co.uk,+44 1299 118354,wholesale,branch
r0513,Sterling Instruments PLC,150 Victoria Road,Plymouth,S8 8EH,www.sterlinginstrument.co.uk,+44 1517 148955,wholesale,canonical
r0514,Langmere Manufacturing Ltd,185 Mill Lane,Cardiff,D21 5FE,www.langmeremanufactur.co.uk,+44 1990 115397,manufacturing,canonical
r0515,"Engineering, Pinnacle Inc",65 Foundry Road,Sheffield,E89 7JG,www.pinnacleengineerin.co.uk,+44 1307 864409,manufacturing,word_order
r0516,EM LLP,166 Station Road,Swansea,M59 1EF,www.elmhurstmotors.co.uk,+44 1163 978706,engineering,acronym
r0517,Ingleby Chemicals Corporation,144 Station Road,Plymouth,E26 5GH,www.inglebychemicals.co.uk,+44 1362 777040,chemicals,legal_form
r0518,Netherby Textiles LLP,154 Station Road,Derby,B2 2EG,www.netherbytextiles.co.uk,+44 1655 225315,chemicals,legal_form
r0519,Penhale Engineering,65 Victoria Road,Cardiff,,,,food-production,missing
r0520,Oakhampton Partners LLP,43 Queens Park,Bristol,M11 3JJ,www.oakhamptongroup.co.uk,+44 1596 304341,food-production,parent_sub
r0521,Penhale Group Incorporated,4 Queens Park,Swansea,A59 5EE,www.penhale.co.uk,+44 1819 272661,wholesale,common_token
r0522,Hollingsworth Textiles Ltd.,16 Foundry Road,Sheffield,M91 4AA,www.hollingsworthtexti.co.uk,+44 1767 409708,chemicals,canonical
r0523,Rushmoor Services LLP,105 Mill Lane,Sheffield,S60 7JE,www.rushmoor.co.uk,+44 1746 543045,chemicals,common_token
r0524,Kirkland Textiles,126 Kings Way,Plymouth,,,,manufacturing,missing
r0525,Netherby Logistics,33 Queens Park,Plymouth,,,,manufacturing,missing
r0526,Colville Foods Inc,25 Foundry Road,Swansea,A74 1AD,www.colvillefoods.co.uk,+44 1399 154219,logistics,canonical
r0527,Cavendish Packaging,36 Station Road,Cardiff,,,,manufacturing,missing
r0528,Draycott Chemicals,163 Foundry Road,Plymouth,,,,engineering,missing
r0529,Blackwell Textiles Incorporated,36 Foundry Road,Plymouth,G35 6GF,www.blackwelltextiles.co.uk,+44 1800 634851,wholesale,legal_form
r0530,Blackwell Chem Corp,98 Station Road,Norwich,D57 8ED,www.blackwellchemicals.co.uk,+44 1960 620329,food-production,abbrev
r0531,Garrick Chemicals Corporation,113 Canal Street,Glasgow,E74 6FF,www.garrickchemicals.co.uk,+44 1527 176660,chemicals,legal_form
r0532,Colville Chemicals PLC,106 Kings Way,Bristol,N69 6AF,www.colvillechemicals.co.uk,+44 1471 330009,logistics,legal_form
r0533,Cavendish Chem Corporation,159 Foundry Road,Plymouth,M26 5DD,www.cavendishchemicals.co.uk,+44 1399 755257,chemicals,abbrev
r0534,Ashcroft Foods & Co,155 Mill Lane,Plymouth,D20 2EF,www.ashcroftfoods.co.uk,+44 1444 823972,wholesale,legal_form
r0535,Blackwell Textiles Ltd,36 Foundry Road,Plymouth,G35 6GF,www.blackwelltextiles.co.uk,+44 1861 383948,wholesale,canonical
r0536,Pinnacle Packaging Inc,156 Foundry Road,Glasgow,M59 8HH,www.pinnaclepackaging.co.uk,+44 1209 988686,logistics,legal_form
r0537,Baxter Holdings Inc,40 Victoria Road,Plymouth,N78 8HA,www.baxter.co.uk,+44 1119 374490,engineering,common_token
r0538,AF Ltd,139 Victoria Road,Leeds,D41 1EH,www.acmefoods.co.uk,+44 1191 106094,manufacturing,acronym
r0539,Acme Engineering Corporation,87 Kings Way,Leeds,A98 1EE,www.acmeengineering.co.uk,+44 1669 424218,food-production,canonical
r0540,Sterling Instruments PLC,119 Canal Street,Dundee,A28 2AB,www.sterlinginstrument.co.uk,+44 1952 518936,wholesale,legal_form
r0541,Pinnacle Engineering Ltd,65 Foundry Road,Sheffield,E89 7JG,www.pinnacleengineerin.co.uk,+44 1510 162569,manufacturing,legal_form
r0542,Pinnacle Solutions PLC,194 High Street,Norwich,M70 3BB,www.pinnaclegroup.co.uk,+44 1357 374575,engineering,parent_sub
r0543,Cavendish Engineering Ltd.,84 Station Road,Sheffield,M73 5HJ,www.cavendishengineeri.co.uk,+44 1183 620630,engineering,legal_form
r0544,Hollingsworth Instruments Ltd,93 Canal Street,Glasgow,D53 7DH,www.hollingsworthinstr.co.uk,+44 1161 706066,manufacturing,legal_form
r0545,GM & Co,8 Kings Way,Glasgow,D53 1GE,www.garrickmanufacturi.co.uk,+44 1975 977560,wholesale,acronym
r0546,Colville Logistics LLP,158 Victoria Road,Plymouth,G78 3JD,www.colvillelogistics.co.uk,+44 1356 482702,logistics,canonical
r0547,HE Corporation,14 Queens Park,Dundee,S60 5AG,www.harrowengineering.co.uk,+44 1148 205615,wholesale,acronym
r0548,Ingleby Logistics & Co,77 Kings Way,Cardiff,L84 5AA,www.inglebylogistics.co.uk,+44 1442 358741,chemicals,canonical
r0549,Elmhurst Instruments LLP,49 Queens Park,Bristol,S58 3EA,www.elmhurstinstrument.co.uk,+44 1795 268241,manufacturing,branch
r0550,Ingleby Packaging Ltd.,84 Mill Lane,Sheffield,E44 7BJ,www.inglebypackaging.co.uk,+44 1794 869905,logistics,canonical
r0551,Netherby Engineering & Co,85 High Street,Norwich,N62 1DH,www.netherbyengineerin.co.uk,+44 1645 467933,manufacturing,legal_form
r0552,Acme Textiles PLC,57 Canal Street,Sheffield,G88 7GE,www.acmetextiles.co.uk,+44 1455 673067,engineering,abbrev
r0553,Thornton Foods PLC,58 Station Road,Cardiff,N11 1BG,www.thorntonfoods.co.uk,+44 1558 319820,wholesale,branch
r0554,"Motors, Redgate Corporation",14 Canal Street,Plymouth,N98 7HJ,www.redgatemotors.co.uk,+44 1566 925352,engineering,word_order
r0555,Ingleby Solutions & Co,76 Kings Way,Plymouth,D68 5GJ,www.ingleby.co.uk,+44 1276 517721,manufacturing,common_token
r0556,Acme Textiles Limited,57 Canal Street,Sheffield,G88 7GE,www.acmetextiles.co.uk,+44 1777 390193,engineering,legal_form
r0557,Colville Plastics,68 Queens Park,Dundee,,,,manufacturing,missing
r0558,"Manufacturing, Pinnacle Inc",119 Kings Way,Norwich,L3 1AJ,www.pinnaclemanufactur.co.uk,+44 1183 747915,logistics,word_order
r0559,Colville Chemicals,106 Kings Way,Bristol,,,,logistics,missing
r0560,Ingleby Instruments Corp,40 High Street,Cardiff,G28 3JB,www.inglebyinstruments.co.uk,+44 1412 694512,engineering,canonical
r0561,Elmhurst Plastics PLC,129 Queens Park,Leeds,A71 5EG,www.elmhurstplastics.co.uk,+44 1208 533677,manufacturing,canonical
r0562,Cavendish Plastics LLP,158 Foundry Road,Cardiff,G45 8DA,www.cavendishplastics.co.uk,+44 1663 859602,engineering,abbrev
r0563,Harrow Engineering Limited,14 Queens Park,Dundee,S60 5AG,www.harrowengineering.co.uk,+44 1715 590661,wholesale,canonical
r0564,Harrow Group & Co,147 Kings Way,Dundee,L7 2JH,www.harrowgroup.co.uk,+44 1169 229129,chemicals,parent_sub
r0565,Jarrow Chemicals Corporation,154 Station Road,Dundee,E80 6HH,www.jarrowchemicals.co.uk,+44 1957 749809,chemicals,branch
r0566,Rushmoor Manufacturing Corporation,144 Queens Park,Leeds,S6 6FH,www.rushmoormanufactur.co.uk,+44 1533 507350,wholesale,canonical
r0567,Rushmoor Instruments Corporation,169 Victoria Road,Sheffield,B83 4DB,www.rushmoorinstrument.co.uk,+44 1375 111812,food-production,canonical
r0568,"Logistics, Garrick Limited",92 Kings Way,Leeds,S96 5HJ,www.garricklogistics.co.uk,+44 1619 818086,manufacturing,word_order
r0569,PM LLP,75 Kings Way,Norwich,A27 1JJ,www.penhalemanufacturi.co.uk,+44 1745 962786,food-production,acronym
r0570,Colville Plastics Inc,68 Queens Park,Dundee,B72 2AB,www.colvilleplastics.co.uk,+44 1586 570006,manufacturing,abbrev
r0571,Quarrenden Plastics LLP,84 Queens Park,Swansea,N96 3HF,www.quarrendenplastics.co.uk,+44 1290 323571,engineering,legal_form
r0572,Redgate Motors Corporation,14 Canal Street,Plymouth,N98 7HJ,www.redgatemotors.co.uk,+44 1996 755459,engineering,abbrev
r0573,Penhale Solutions Inc,96 Canal Street,Swansea,E60 7BH,www.penhale.co.uk,+44 1550 767914,food-production,common_token
r0574,Pinnacle Mfg Inc,119 Kings Way,Norwich,L3 1AJ,www.pinnaclemanufactur.co.uk,+44 1504 875168,logistics,abbrev
r0575,Quarrenden Partners Corp,168 Station Road,Norwich,S46 7EE,www.quarrendengroup.co.uk,+44 1641 284569,wholesale,parent_sub
r0576,Acme Textiles Ltd.,199 Canal Street,Bristol,E78 6JE,www.acmetextiles.co.uk,+44 1247 196964,logistics,legal_form
r0577,Hollingsworth Instruments Incorporated,114 Canal Street,Leeds,B6 2GG,www.hollingsworthinstr.co.uk,+44 1700 965006,manufacturing,branch
r0578,Jarrow Chem Corporation,110 Canal Street,Swansea,B53 3AG,www.jarrowchemicals.co.uk,+44 1327 240608,chemicals,abbrev
r0579,Acme Manufacturing Ltd.,164 Foundry Road,Derby,A45 5AG,www.acmemanufacturing.co.uk,+44 1613 314971,wholesale,canonical
r0580,Sterling Pkg Ltd.,150 Queens Park,Cardiff,S16 5EH,www.sterlingpackaging.co.uk,+44 1984 985108,chemicals,abbrev
r0581,ST Incorporated,77 Foundry Road,Cardiff,G78 2ED,www.stanbridgetextiles.co.uk,+44 1720 124205,manufacturing,acronym
r0582,Redgate Motors PLC,166 Canal Street,Swansea,B90 5HB,www.redgatemotors.co.uk,+44 1978 407689,chemicals,branch
r0583,RF Ltd.,171 Kings Way,Swansea,E51 4DD,www.rushmoorfoods.co.uk,+44 1178 761536,manufacturing,acronym
r0584,Colville Group Inc,25 Foundry Road,Swansea,A74 1AD,www.colvillegroup.co.uk,+44 1797 542645,logistics,parent_sub
r0585,Harrow Packaging Ltd,147 Kings Way,Dundee,L7 2JH,www.harrowpackaging.co.uk,+44 1631 788932,chemicals,legal_form
r0586,Kirkland Manufacturing,11 Queens Park,Norwich,,,,manufacturing,missing
r0587,"Textiles, Hollingsworth Ltd",25 Foundry Road,Dundee,M24 7DH,www.hollingsworthtexti.co.uk,+44 1639 628313,manufacturing,word_order
r0588,"Motors, Pinnacle LLP",20 Kings Way,Glasgow,L8 7GE,www.pinnaclemotors.co.uk,+44 1379 151045,wholesale,word_order
r0589,Netherby Chemicals Inc,130 High Street,Plymouth,A31 4EG,www.netherbychemicals.co.uk,+44 1544 169169,engineering,legal_form
r0590,SP Corp,150 Queens Park,Cardiff,S16 5EH,www.sterlingpackaging.co.uk,+44 1556 721048,chemicals,acronym
r0591,Netherby Textiles Corp,154 Station Road,Derby,B2 2EG,www.netherbytextiles.co.uk,+44 1490 826551,chemicals,canonical
r0592,Draycott Chemicals & Co,109 Station Road,Glasgow,G18 8AB,www.draycottchemicals.co.uk,+44 1846 571675,logistics,canonical
r0593,"Foods, Rushmoor Ltd.",171 Kings Way,Swansea,E51 4DD,www.rushmoorfoods.co.uk,+44 1806 694244,manufacturing,word_order
r0594,"Manufacturing, Acme Ltd.",164 Foundry Road,Derby,A45 5AG,www.acmemanufacturing.co.uk,+44 1922 412301,wholesale,word_order
r0595,Pinnacle Motors Ltd.,188 Mill Lane,Derby,A60 7BJ,www.pinnaclemotors.co.uk,+44 1730 809680,engineering,canonical
r0596,Penhale Engineering Corporation,65 Victoria Road,Cardiff,B43 6DA,www.penhaleengineering.co.uk,+44 1326 364864,food-production,canonical
r0597,Mowbray Motors Corp,121 Station Road,Bristol,G11 8FE,www.mowbraymotors.co.uk,+44 1597 940301,chemicals,legal_form
r0598,Colville Chemicals LLP,5 Victoria Road,Norwich,L83 4BB,www.colvillechemicals.co.uk,+44 1894 597265,chemicals,canonical
r0599,"Instruments, Harrow Limited",61 Queens Park,Plymouth,G51 8AD,www.harrowinstruments.co.uk,+44 1658 949924,logistics,word_order
r0600,Elmhurst Chemicals Inc,8 Station Road,Bristol,E78 1GE,www.elmhurstchemicals.co.uk,+44 1585 598202,logistics,canonical
r0601,"Textiles, Blackwell Ltd",36 Foundry Road,Plymouth,G35 6GF,www.blackwelltextiles.co.uk,+44 1929 508323,wholesale,word_order
r0602,Draycott Chemicals & Co,163 Foundry Road,Plymouth,S79 7HH,www.draycottchemicals.co.uk,+44 1905 959527,engineering,canonical
r0603,Harrow Plastics Limited,195 Canal Street,Sheffield,A38 2BB,www.harrowplastics.co.uk,+44 1343 386947,engineering,canonical
r0604,Mowbray Systems Limited,140 Mill Lane,Plymouth,B68 8HD,www.mowbraygroup.co.uk,+44 1933 314624,chemicals,parent_sub
r0605,"Instruments, Draycott Inc",110 Victoria Road,Dundee,G53 8GF,www.draycottinstrument.co.uk,+44 1114 950386,manufacturing,word_order
r0606,Oakhampton Foods,159 Kings Way,Sheffield,,,,logistics,missing
r0607,Baxter Log. & Co,59 Kings Way,Plymouth,S86 5JG,www.baxterlogistics.co.uk,+44 1870 318426,engineering,abbrev
r0608,KM Corporation,84 Kings Way,Derby,S61 4BJ,www.kirklandmanufactur.co.uk,+44 1526 479415,food-production,acronym
r0609,Hollingsworth Motors Limited,199 Station Road,Leeds,S2 4EA,www.hollingsworthmotor.co.uk,+44 1959 229549,manufacturing,legal_form
r0610,Rushmoor Textiles Inc,26 Mill Lane,Norwich,G1 5EH,www.rushmoortextiles.co.uk,+44 1168 818281,manufacturing,canonical
r0611,Rushmoor Foods Ltd.,171 Kings Way,Swansea,E51 4DD,www.rushmoorfoods.co.uk,+44 1274 752694,manufacturing,canonical
r0612,"Engineering, Pinnacle LLP",18 Kings Way,Sheffield,S74 2GG,www.pinnacleengineerin.co.uk,+44 1223 510505,engineering,word_order
r0613,Rushmoor Textiles Limited,174 High Street,Sheffield,G28 7GD,www.rushmoortextiles.co.uk,+44 1744 732157,logistics,legal_form
r0614,Baxter Solutions LLP,58 Mill Lane,Glasgow,E75 5DB,www.baxter.co.uk,+44 1235 983254,manufacturing,common_token
r0615,Cavendish Pkg & Co,162 Mill Lane,Leeds,L9 2FG,www.cavendishpackaging.co.uk,+44 1117 871681,wholesale,abbrev
r0616,CL Ltd.,99 Kings Way,Plymouth,E27 4AG,www.colvillelogistics.co.uk,+44 1648 680716,food-production,acronym
